sent_id,section,sentence,tokens,hmm_oov,pcfg_oov,hmm_accuracy,pcfg_accuracy,pcfg_errors,joint_parsed,joint_logprob,joint_seconds,pipeline_parsed,pipeline_logprob,joint_tree
71,international,"His family disputed that account, questioned the post-mortem findings and sought judicial intervention.",15,1,1,0.8667,0.8,disputed:VBD->VBN; that:DT->IN; sought:VBD->VBN,1,-110.729,0.056,1,-112.339,"(TOP (S (NP (PRP$ His) (NN family)) (VP (VP (VBN disputed) (PP (IN that) (NP (NN account)))) (, ,) (VP (VBD questioned) (NP (DT the) (JJ post-mortem) (NNS findings))) (CC and) (VP (VBN sought) (NP (JJ judicial) (NN intervention)))) (. .)))"
72,international,Analysts polled by Reuters had expected a decline.,9,0,0,0.8889,0.8889,polled:VBN->VBD,1,-60.58,0.011,1,-60.58,(TOP (S (NP (NNS Analysts)) (VP (VBD polled) (SBAR (IN by) (S (NP (NNP Reuters)) (VP (VBD had) (VP (VBN expected) (NP (DT a) (NN decline))))))) (. .)))
73,international,"Since the ceasefire collapsed, both sides have intermittently exchanged fire.",12,3,3,0.6667,1.0,,1,-73.479,0.025,1,-145.533,"(TOP (S (SBAR (IN Since) (S (NP (DT the) (NN ceasefire)) (VP (VBD collapsed)))) (, ,) (NP (DT both) (NNS sides)) (VP (VBP have) (RB intermittently) (VP (VBN exchanged) (NP (NN fire)))) (. .)))"
74,international,The potential employment impact of AI extends beyond China.,10,2,2,0.8,1.0,,1,-66.554,0.02,1,-74.45,(TOP (S (NP (NP (DT The) (JJ potential) (NN employment) (NN impact)) (PP (IN of) (NP (NNP AI)))) (VP (VBZ extends) (PP (IN beyond) (NP (NNP China)))) (. .)))
75,international,"The DHS called the removals “a win”, while rights groups said they flouted basic protections.",19,3,3,0.7895,0.9474,win:NN->VBP,1,-125.086,0.066,0,,"(TOP (S (NP (DT The) (NNP DHS)) (VP (VBD called) (SBAR (NP (NP (DT the) (NNS removals)) (`` ``) (S (NP (DT a)) (VP (VBP win))) ('' '')) (, ,) (PP (IN while) (NP (NNS rights) (NNS groups))) (VP (VBD said) (SBAR (NP (PRP they)) (VP (VBD flouted) (NP (JJ basic) (NNS protections))))))) (. .)))"
76,news-features,"In fact, we may perhaps be excused for occasionally thinking that we are God.",16,2,2,0.9375,0.9375,God:NNP->RB,1,-94.923,0.067,1,-95.435,"(TOP (S (PP (IN In) (NP (NN fact))) (, ,) (NP (PRP we)) (VP (MD may) (RB perhaps) (VP (VB be) (PP (VBN excused) (PP (IN for) (ADVP (RB occasionally)) (S (VBG thinking) (SBAR (IN that) (S (NP (PRP we)) (VP (VBP are) (ADVP (RB God)))))))))) (. .)))"
77,opinion,"This would in effect, lead to even higher interest costs for developing countries like ours.",17,1,1,0.8235,0.8235,lead:VB->VBP; even:RB->VB; ours:PRP->NNS,1,-122.386,0.069,1,-134.794,"(TOP (S (S (NP (DT This)) (VP (MD would)) (PP (IN in) (NP (NN effect)))) (, ,) (VP (VBP lead) (S (TO to) (VP (VB even) (NP (JJR higher) (NN interest) (NNS costs)) (PP (IN for) (S (VBG developing) (NP (NP (NNS countries)) (PP (IN like) (NP (NNS ours))))))))) (. .)))"
78,opinion,"To achieve this goal, he was willing to pay a heavy price.",14,0,0,1.0,1.0,,1,-79.405,0.043,1,-79.405,"(TOP (S (S (TO To) (VP (VB achieve) (NP (DT this) (NN goal)))) (, ,) (NP (PRP he)) (VP (VBD was) (ADJP (JJ willing) (S (TO to) (VP (VB pay) (NP (DT a) (JJ heavy) (NN price)))))) (. .)))"
79,business-news,Datamation Systems Ltd has been successfully providing business solutions since 1986.,12,1,1,0.9167,1.0,,1,-93.272,0.024,1,-95.882,(TOP (S (NP (NNP Datamation) (NNPS Systems) (NNP Ltd)) (VP (VBZ has) (VP (VBN been) (ADVP (RB successfully)) (VP (VBG providing) (NP (NN business) (NNS solutions)) (PP (IN since) (NP (CD 1986)))))) (. .)))
80,business-news,Integrated eKYC capabilities also support registration using international mobile numbers.,11,3,3,0.6364,0.6364,Integrated:VBN->NNP; eKYC:NNP->VBZ; capabilities:NNS->VBZ; support:VBP->VB,1,-92.627,0.019,1,-137.534,(TOP (S (NP (NNP Integrated)) (VP (VBZ eKYC) (VP (VBZ capabilities) (RB also) (VP (VB support) (NP (NP (NN registration)) (PP (VBG using) (NP (JJ international) (JJ mobile) (NNS numbers))))))) (. .)))
81,business-main,"Petrol accounted for 1.14 percentage points, bus fares 0.36 points and diesel 0.16 points.",16,5,5,0.625,0.75,Petrol:NN->NNP; accounted:VBD->VBN; bus:NN->JJ; diesel:NN->VB,1,-102.806,0.079,1,-220.6,"(TOP (S (NP (NNP Petrol)) (VP (VP (VBN accounted) (PP (IN for) (NP (NP (CD 1.14) (NN percentage) (NNS points)) (, ,) (NP (JJ bus) (NNS fares)) (CD 0.36) (NNS points)))) (CC and) (VP (VB diesel) (NP (CD 0.16) (NNS points)))) (. .)))"
82,business-news,There was an improved selection of teas both from the Western and Eastern sectors.,15,2,2,0.8,0.8,both:DT->PDT; Western:JJ->NNP; Eastern:JJ->NNP,1,-96.906,0.121,1,-154.757,(TOP (S (NP (EX There)) (VP (VBD was) (NP (NP (DT an) (VBN improved) (NN selection)) (PP (IN of) (NP (NP (NNS teas)) (ADVP (PDT both))))) (PP (IN from) (NP (DT the) (NNP Western) (CC and) (NNP Eastern) (NNS sectors)))) (. .)))
83,international,A fresh examination after exhumation subsequently produced findings that were inconsistent with suicide.,14,4,4,0.6429,0.9286,inconsistent:JJ->VB,1,-94.994,0.057,1,-128.579,(TOP (S (NP (NP (DT A) (JJ fresh) (NN examination)) (PP (IN after) (NP (NN exhumation)))) (ADVP (RB subsequently)) (VP (VBD produced) (NP (NP (NNS findings)) (SBAR (WHNP (WDT that)) (S (VBD were) (VP (VB inconsistent) (NP (IN with) (NN suicide))))))) (. .)))
84,international,Official weekly inventory figures from the US Energy Information Administration are due at 10:30 a.m.,16,3,3,0.8125,1.0,,1,-113.073,0.091,1,-167.054,(TOP (S (NP (NP (JJ Official) (JJ weekly) (NN inventory) (NNS figures)) (PP (IN from) (NP (DT the) (NNP US) (NNP Energy) (NNP Information) (NNP Administration)))) (VP (VBP are) (ADJP (JJ due) (PP (IN at) (NP (CD 10:30) (NN a.m.))))) (. .)))
85,international,The figures highlight the importance of distinguishing between exposure to AI and actual job displacement.,16,3,3,0.75,0.9375,highlight:VBP->VB,1,-107.585,0.089,1,-207.445,(TOP (S (NP (DT The) (NNS figures)) (VP (VB highlight) (NP (NP (DT the) (NN importance)) (PP (IN of) (S (VBG distinguishing) (PP (IN between) (NP (NN exposure)))))) (PP (TO to) (NP (NNP AI) (CC and) (NP (JJ actual) (NN job) (NN displacement))))) (. .)))
86,international,The Trump administration’s immigration agenda has faced a string of setbacks this month.,15,2,2,0.8667,0.9333,string:NN->VB,1,-107.542,0.1,1,-169.198,(TOP (S (NP (NP (DT The) (NNP Trump) (NN administration) (POS 's)) (NN immigration) (NN agenda)) (VP (VBZ has) (VP (VBN faced) (ADVP (DT a)) (VP (VB string) (PP (IN of) (NP (NNS setbacks))) (NP (DT this) (NN month))))) (. .)))
87,news-features,Perhaps our scientific achievements have therefore given us a rather dangerous illusion.,13,3,3,0.6923,1.0,,1,-94.416,0.037,1,-191.921,(TOP (S (ADVP (RB Perhaps)) (NP (PRP$ our) (JJ scientific) (NNS achievements)) (VP (VBP have) (RB therefore) (VP (VBN given) (NP (PRP us)) (NP (DT a) (ADJP (RB rather) (JJ dangerous)) (NN illusion)))) (. .)))
88,opinion,"Production of goods were apparently secondary, and it was information technology that would determine everything.",17,1,1,0.9412,0.9412,Production:NN->NNP,1,-109.459,0.08,1,-130.947,"(TOP (S (S (NP (NP (NNP Production)) (PP (IN of) (NP (NNS goods)))) (VP (VBD were) (ADJP (RB apparently) (JJ secondary)))) (, ,) (CC and) (S (NP (PRP it)) (VP (VBD was) (NP (NP (NN information) (NN technology)) (SBAR (WHNP (WDT that)) (S (MD would) (VP (VB determine) (NP (NN everything)))))))) (. .)))"
89,opinion,"Jaffna at the time, was the main market for elephants captured in the island.",16,4,4,0.8125,1.0,,1,-70.389,0.081,1,-128.56,"(TOP (S (NP (NP (NNP Jaffna)) (PP (IN at) (NP (DT the) (NN time))) (, ,)) (VP (VBD was) (NP (DT the) (JJ main) (NN market)) (PP (IN for) (NP (NP (NNS elephants)) (VP (VBN captured) (PP (IN in) (NP (DT the) (NN island))))))) (. .)))"
90,business-news,"People increasingly expect banking to fit around their lives, rather than the other way around.",17,0,0,0.8824,0.8824,banking:NN->VBG; fit:VB->NN,1,-121.733,0.097,1,-140.588,"(TOP (S (NP (NNS People)) (ADVP (RB increasingly)) (VP (VBP expect) (VP (VBG banking) (PP (PP (TO to) (NP (NN fit))) (PP (IN around) (NP (PRP$ their) (NNS lives))) (, ,) (ADVP (RB rather)) (PP (IN than) (NP (DT the) (JJ other) (NN way)))) (ADVP (RB around)))) (. .)))"
91,business-main,The food pressures were also spread across several staples and commonly purchased items.,14,2,2,0.8571,1.0,,1,-92.974,0.047,1,-119.17,(TOP (S (NP (DT The) (NN food) (NNS pressures)) (VP (VBD were) (RB also) (VP (VBN spread) (PP (IN across) (NP (NP (JJ several) (NNS staples)) (CC and) (NP (ADJP (RB commonly) (VBN purchased)) (NNS items)))))) (. .)))
92,business-news,The corresponding BOPFs sold around last week’s levels.,10,2,2,0.7,0.9,corresponding:JJ->VBG,1,-60.492,0.017,1,-61.581,(TOP (S (NP (DT The) (VBG corresponding) (NNS BOPFs)) (VP (VBD sold) (PP (IN around) (NP (NP (JJ last) (NN week) (POS 's)) (NNS levels)))) (. .)))
93,international,The case has since moved beyond a disputed death.,10,0,0,0.8,0.9,since:RB->IN,1,-70.541,0.013,1,-89.661,(TOP (S (NP (DT The) (NN case)) (VP (VBZ has) (ADVP (IN since)) (VP (VBN moved) (PP (IN beyond) (NP (DT a) (VBN disputed) (NN death))))) (. .)))
94,news-features,"Scientifically, of course, the answer has to be no.",12,1,1,0.8333,0.9167,no:UH->RB,1,-56.69,0.022,1,-63.048,"(TOP (S (ADVP (RB Scientifically)) (, ,) (PP (IN of) (NP (NN course))) (, ,) (NP (DT the) (NN answer)) (VP (VBZ has) (S (TO to) (VP (VB be) (ADVP (RB no))))) (. .)))"
95,opinion,"But alas, in 2000 the bubble burst with so many companies going under.",15,3,3,0.7333,0.7333,alas:UH->NNS; burst:VBD->VBP; so:RB->IN; under:RP->IN,1,-97.988,0.06,1,-125.844,"(TOP (S (CC But) (NP (NP (NNS alas)) (, ,) (PP (IN in) (NP (CD 2000))) (NP (DT the) (NN bubble))) (VP (VBP burst) (ADVP (IN with) (PP (IN so) (NP (JJ many) (NNS companies)))) (VP (VBG going) (ADVP (IN under)))) (. .)))"
96,opinion,"Senarath (1604-1635CE), his successor, continued Vimaladharmasuriya’s policy of being anti-Portugese.",16,4,4,0.875,0.875,1604-1635CE:CD->NNP; anti-Portugese:JJ->NN,1,-92.377,0.03,0,,"(TOP (S (NP (NP (NNP Senarath)) (PRN (-LRB- -LRB-) (NP (NNP 1604-1635CE)) (-RRB- -RRB-)) (, ,) (NP (PRP$ his) (NN successor)) (, ,)) (VP (VBD continued) (NP (NP (NNP Vimaladharmasuriya) (POS 's)) (NN policy)) (PP (IN of) (S (VBG being) (NP (NN anti-Portugese))))) (. .)))"
97,business-news,Pan Asia EZY is our response to that change.,10,1,1,1.0,0.9,that:DT->IN,1,-69.373,0.014,1,-64.234,(TOP (S (NP (NNP Pan) (NNP Asia) (NNP EZY)) (VP (VBZ is) (NP (PRP$ our) (NN response)) (PP (TO to) (PP (IN that) (NP (NN change))))) (. .)))
98,business-main,"Some relief came from the lower prices for coconuts, rice and ginger.",14,3,3,0.7857,0.8571,rice:NN->JJ; ginger:NN->JJR,1,-76.18,0.048,1,-156.044,"(TOP (S (NP (DT Some) (NN relief)) (VP (VBD came) (PP (IN from) (NP (DT the) (JJR lower) (NNS prices))) (PP (IN for) (NP (NP (NNS coconuts)) (, ,) (ADJP (JJ rice) (CC and) (JJR ginger))))) (. .)))"
99,business-news,The Nuwara Eliya/Uda Pussellawas continued to be sluggish.,9,3,3,0.6667,0.8889,Pussellawas:NNPS->NNP,1,-43.431,0.014,1,-117.252,(TOP (S (NP (DT The) (NNP Nuwara) (NNP Eliya/Uda) (NNP Pussellawas)) (VP (VBD continued) (S (TO to) (VP (VB be) (ADJP (JJ sluggish))))) (. .)))
100,international,It has become a test of the credibility of Pakistan’s medico-legal and investigative machinery.,16,3,3,0.9375,0.9375,become:VBN->VB,1,-85.332,0.069,1,-110.053,(TOP (S (NP (PRP It)) (VP (VBZ has) (VP (VB become) (NP (NP (DT a) (NN test)) (PP (IN of) (NP (NP (DT the) (NN credibility)) (PP (IN of) (NP (NP (NNP Pakistan) (POS 's)) (ADJP (JJ medico-legal) (CC and) (JJ investigative)) (NN machinery)))))))) (. .)))
101,news-features,"When the rains come and mountainsides collapse, we then call it a natural disaster.",16,2,2,0.6875,0.8125,come:VBP->VB; mountainsides:NNS->VBZ; collapse:VBP->NN,1,-102.508,0.07,1,-140.092,"(TOP (S (SBAR (WHADVP (WRB When)) (S (NP (DT the) (NNS rains)) (VP (VP (VB come)) (CC and) (VBZ mountainsides) (NP (NN collapse))))) (, ,) (NP (PRP we)) (ADVP (RB then)) (VP (VBP call) (NP (PRP it)) (NP (DT a) (JJ natural) (NN disaster))) (. .)))"
102,opinion,"Twenty-five years later, I sense similar sentiments and developments with the AI boom.",15,4,4,0.8,0.8667,Twenty-five:CD->JJ; later:RB->RBR,1,-93.842,0.067,1,-139.866,"(TOP (S (ADVP (NP (JJ Twenty-five) (NNS years)) (RBR later)) (, ,) (NP (PRP I)) (VP (VBP sense) (NP (NP (JJ similar) (NNS sentiments) (CC and) (NNS developments)) (PP (IN with) (NP (DT the) (NNP AI) (NN boom))))) (. .)))"
103,opinion,"Although this followed with regular forays, the Kandyan Kingdom however, continued to retain its independence.",18,2,2,0.9444,0.9444,followed:VBD->VBN,1,-108.639,0.169,1,-108.639,"(TOP (S (PP (IN Although) (NP (NP (DT this)) (VP (VBN followed) (PP (IN with) (NP (JJ regular) (NNS forays)))))) (, ,) (NP (DT the) (NNP Kandyan) (NNP Kingdom)) (ADVP (RB however)) (, ,) (VP (VBD continued) (S (TO to) (VP (VB retain) (NP (PRP$ its) (NN independence))))) (. .)))"
104,business-news,"The High and Mid Grown CTC teas – BP1s, had hardly any offerings.",15,5,5,0.6667,0.8667,teas:NNS->VBZ; BP1s:NNS->JJ,1,-88.25,0.057,0,,"(TOP (S (S (NP (DT The) (NNP High) (CC and) (NNP Mid) (NNP Grown) (NNP CTC)) (VP (VBZ teas) (: --) (S (JJ BP1s)))) (, ,) (VP (VBD had) (RB hardly) (NP (DT any) (NNS offerings))) (. .)))"
105,international,"Mir Raza Ali, a 25-year-old businessman, went missing in Karachi on July 28, 2026.",18,6,6,0.6667,0.9444,missing:JJ->VBG,1,-95.667,0.12,1,-197.442,"(TOP (S (NP (NP (NNP Mir) (NNP Raza) (NNP Ali)) (, ,) (NP (DT a) (JJ 25-year-old) (NN businessman)) (, ,)) (VP (VBD went) (VP (VBG missing) (PP (IN in) (NP (NNP Karachi))) (PP (IN on) (NP (NNP July) (CD 28) (, ,) (CD 2026))))) (. .)))"
106,news-features,The recent landslides after heavy rains in many of our upcountry areas are classic examples.,16,3,3,1.0,1.0,,1,-101.001,0.094,1,-101.001,(TOP (S (NP (NP (NP (DT The) (JJ recent) (NNS landslides)) (PP (IN after) (NP (NP (JJ heavy) (NNS rains)) (PP (IN in) (NP (JJ many)))))) (PP (IN of) (NP (PRP$ our) (JJ upcountry) (NNS areas)))) (VP (VBP are) (NP (JJ classic) (NNS examples))) (. .)))
107,opinion,But very few people seem to remember the past or learn from it.,14,1,1,1.0,1.0,,1,-86.048,0.05,1,-86.048,(TOP (S (CC But) (NP (RB very) (JJ few) (NNS people)) (VP (VBP seem) (S (TO to) (VP (VP (VB remember) (NP (DT the) (NN past))) (CC or) (VP (VB learn) (PP (IN from) (NP (PRP it))))))) (. .)))
108,opinion,The last to capitulate was the Jaffna Fort.,9,3,3,0.6667,0.8889,last:JJ->NN,1,-42.891,0.016,1,-56.371,(TOP (S (NP (DT The) (NN last)) (VP (TO to) (VP (VB capitulate) (VP (VBD was) (NP (DT the) (NNP Jaffna) (NNP Fort))))) (. .)))
109,business-news,The corresponding Low Grown varieties sold well at firm to dearer rates.,13,5,5,0.4615,0.6154,corresponding:JJ->NN; varieties:NNS->VBZ; sold:VBD->VBN; firm:JJ->NN; dearer:JJR->NN,1,-73.863,0.056,1,-145.687,(TOP (S (NP (DT The) (NN corresponding) (NNP Low) (NNP Grown)) (VP (VBZ varieties) (VP (VBN sold) (ADVP (RB well)) (PP (IN at) (NP (NN firm))) (PP (TO to) (NP (NN dearer) (NNS rates))))) (. .)))
110,international,Questions over the first post-mortem examination soon intensified.,9,3,3,0.7778,0.8889,intensified:VBD->VBN,1,-57.772,0.018,1,-86.993,(TOP (NP (NP (NNS Questions)) (PP (IN over) (NP (NP (DT the) (JJ first) (JJ post-mortem) (NN examination)) (ADJP (RB soon) (VBN intensified)))) (. .)))
111,news-features,The 2004 tsunami also demonstrated the importance of retaining natural coastal buffers.,13,5,5,0.6923,1.0,,1,-76.005,0.051,1,-133.862,(TOP (S (NP (DT The) (CD 2004) (NN tsunami)) (ADVP (RB also)) (VP (VBD demonstrated) (NP (DT the) (NN importance)) (PP (IN of) (S (VBG retaining) (NP (JJ natural) (JJ coastal) (NNS buffers))))) (. .)))
112,opinion,"Indeed, finance moves quickly these days, but it also seems to make us forget quickly.",18,1,1,0.8889,0.8889,moves:VBZ->NNS; forget:VB->JJ,1,-112.366,0.102,1,-113.397,"(TOP (S (ADVP (RB Indeed)) (, ,) (NP (NN finance) (NNS moves)) (ADVP (RB quickly)) (NP (DT these) (NNS days)) (, ,) (CC but) (S (NP (PRP it)) (ADVP (RB also)) (VP (VBZ seems) (S (TO to) (VP (VB make) (S (NP (PRP us)) (ADJP (JJ forget)) (ADVP (RB quickly))))))) (. .)))"
113,opinion,Their negotiations with Rajasinghe focused particularly on obtaining access to Trincomalee.,12,2,2,0.75,0.9167,focused:VBD->VBN,1,-87.299,0.039,1,-118.911,(TOP (S (NP (NP (PRP$ Their) (NNS negotiations)) (PP (IN with) (NP (NNP Rajasinghe)))) (VP (VBN focused) (PP (ADVP (RB particularly)) (IN on) (S (VBG obtaining) (NP (NN access)) (PP (TO to) (NP (NNP Trincomalee)))))) (. .)))
114,business-news,The Low Growns totalled approximately 2.3 M/Kgs.,8,4,4,0.375,0.875,Growns:NNPS->NNP,1,-47.604,0.014,0,,(TOP (S (NP (DT The) (NNP Low) (NNP Growns)) (VP (VBD totalled) (NP (QP (RB approximately) (CD 2.3)) (NNS M/Kgs))) (. .)))
115,international,"The family subsequently approached a court seeking exhumation, a fresh post-mortem and further forensic examination.",17,4,4,0.7647,1.0,,1,-106.618,0.096,1,-206.187,"(TOP (S (NP (DT The) (NN family)) (ADVP (RB subsequently)) (VP (VBD approached) (NP (NP (DT a) (NN court) (VBG seeking) (NN exhumation)) (, ,) (NP (DT a) (JJ fresh) (NN post-mortem)) (CC and) (NP (JJ further) (JJ forensic) (NN examination)))) (. .)))"
116,news-features,Sometimes I wonder whether it is we who require more management.,12,0,0,0.8333,0.9167,wonder:VBP->NN,1,-92.797,0.02,1,-125.561,(TOP (S (ADVP (RB Sometimes)) (NP (PRP I)) (NP (NP (NN wonder)) (PP (IN whether) (NP (PRP it)))) (VP (VBZ is) (NP (NP (PRP we)) (SBAR (WHNP (WP who)) (S (VBP require) (NP (JJR more) (NN management)))))) (. .)))
117,opinion,"However, I argue that this time it is different because neoliberalism itself is in crisis.",17,1,1,0.9412,1.0,,1,-108.173,0.085,1,-127.831,"(TOP (S (ADVP (RB However)) (, ,) (NP (PRP I)) (VP (VBP argue) (PP (IN that) (NP (NP (DT this) (NN time)) (SBAR (NP (PRP it)) (VP (VBZ is) (ADJP (JJ different)) (SBAR (IN because) (NN neoliberalism) (S (NP (PRP itself)) (VP (VBZ is) (PP (IN in) (NP (NN crisis))))))))))) (. .)))"
118,opinion,"And Rajasinghe in his last years of reign, sought a more reconciliatory relationship with them.",17,3,3,0.8824,1.0,,1,-97.722,0.093,1,-104.78,"(TOP (S (CC And) (NP (NP (NNP Rajasinghe)) (PP (IN in) (NP (PRP$ his) (JJ last) (NNS years))) (NP (IN of) (NN reign)) (, ,)) (VP (VBD sought) (NP (NP (DT a) (ADJP (RBR more) (JJ reconciliatory)) (NN relationship)) (PP (IN with) (NP (PRP them))))) (. .)))"
119,business-news,All categories met with fair demand.,7,0,0,0.8571,1.0,,1,-54.175,0.005,1,-55.111,(TOP (S (NP (DT All) (NNS categories)) (VP (VBD met) (PP (IN with) (NP (JJ fair) (NN demand)))) (. .)))
120,international,A Karachi court authorised the exhumation and ordered the constitution of a medico-legal board.,15,5,5,0.8667,0.8667,authorised:VBD->VBN; ordered:VBD->VBN,1,-77.183,0.075,1,-114.087,(TOP (S (NP (DT A) (NNP Karachi) (NN court)) (VP (VP (VBN authorised) (NP (DT the) (NN exhumation))) (CC and) (VP (VBN ordered) (NP (NP (DT the) (NN constitution)) (PP (IN of) (NP (DT a) (JJ medico-legal) (NN board)))))) (. .)))
121,news-features,So perhaps we have the problem the wrong way round.,11,0,0,0.9091,0.9091,round:RB->NN,1,-72.779,0.027,1,-72.779,(TOP (S (ADVP (RB So) (RB perhaps)) (NP (PRP we)) (VP (VBP have) (NP (DT the) (NN problem)) (NP (DT the) (JJ wrong) (NN way) (NN round))) (. .)))
122,opinion,"Amidst this tumultuous world, Sri Lanka needs to rapidly change its economic policies.",15,3,3,0.8,0.9333,Amidst:IN->NNP,1,-92.724,0.065,1,-176.428,"(TOP (S (PP (NNP Amidst) (NP (DT this) (JJ tumultuous) (NN world))) (, ,) (NP (NNP Sri) (NNP Lanka)) (VP (VBZ needs) (S (TO to) (VP (ADVP (RB rapidly)) (VB change) (NP (PRP$ its) (JJ economic) (NNS policies))))) (. .)))"
123,opinion,Knox’s years in captivity evidently had not diminished his appetite for travel.,14,3,3,0.8571,1.0,,1,-89.426,0.036,1,-146.36,(TOP (S (NP (NP (NP (NNP Knox) (POS 's)) (NNS years)) (PP (IN in) (NP (NN captivity)))) (ADVP (RB evidently)) (VP (VBD had) (RB not) (VP (VBN diminished) (NP (PRP$ his) (NN appetite)) (PP (IN for) (NP (NN travel))))) (. .)))
124,business-news,"The OPs, in general, were firm.",9,1,1,0.7778,0.7778,OPs:NNS->NNP; firm:JJ->NN,1,-43.697,0.009,1,-44.968,"(TOP (S (NP (DT The) (NNP OPs)) (PRN (, ,) (PP (IN in) (ADJP (JJ general))) (, ,)) (VP (VBD were) (NP (NN firm))) (. .)))"
125,international,The second examination produced a markedly different picture.,9,1,1,0.8889,1.0,,1,-59.189,0.015,1,-60.969,(TOP (S (NP (DT The) (JJ second) (NN examination)) (VP (VBD produced) (NP (DT a) (ADJP (RB markedly) (JJ different)) (NN picture))) (. .)))
126,news-features,Yet they can lose their homes and livelihoods in a few hours.,13,1,1,1.0,1.0,,1,-72.65,0.044,1,-72.65,(TOP (S (CC Yet) (NP (PRP they)) (VP (MD can) (VP (VB lose) (NP (NP (PRP$ their) (NNS homes) (CC and) (NNS livelihoods)) (PP (IN in) (NP (DT a) (JJ few) (NNS hours)))))) (. .)))
127,opinion,"Following his escape, he had undertaken at least five more voyages to the East.",16,3,3,0.9375,0.9375,undertaken:VBN->VB,1,-89.371,0.089,1,-116.109,"(TOP (S (S (VBG Following) (NP (PRP$ his) (NN escape))) (, ,) (NP (PRP he)) (VP (VBD had) (VP (VB undertaken) (NP (NP (IN at) (JJS least) (CD five)) (NP (JJR more) (NNS voyages))) (PP (TO to) (NP (DT the) (NNP East))))) (. .)))"
128,business-news,"The well-made OPAs were easier, whilst the balance sold around last levels.",14,3,3,0.8571,0.8571,whilst:IN->VB; sold:VBD->VBN,1,-84.434,0.053,1,-110.666,"(TOP (S (NP (DT The) (JJ well-made) (NNS OPAs)) (VP (VBD were) (ADJP (JJR easier)) (, ,) (S (VB whilst) (NP (NP (DT the) (NN balance)) (VP (VBN sold) (PP (IN around) (NP (JJ last) (NNS levels))))))) (. .)))"
129,international,"Investigators collected samples for chemical analysis, gunshot-residue examination and identification.",12,3,3,0.5833,0.6667,Investigators:NNS->VBZ; collected:VBD->VBN; chemical:JJ->NN; gunshot-residue:NN->JJ,1,-88.134,0.029,1,-139.091,"(TOP (SINV (VP (VBZ Investigators)) (NP (NP (NP (VBN collected) (NNS samples)) (PP (IN for) (NP (NN chemical) (NN analysis)))) (, ,) (NP (JJ gunshot-residue) (NN examination) (CC and) (NN identification))) (. .)))"
130,news-features,"What we are experiencing is something less dramatic, but perhaps more concerning.",14,1,1,0.7143,1.0,,1,-96.832,0.035,1,-149.67,"(TOP (S (SBAR (WHNP (WP What)) (S (NP (PRP we)) (VP (VBP are) (VP (VBG experiencing))))) (VP (VBZ is) (NP (NP (NN something)) (ADJP (ADJP (RBR less) (JJ dramatic)) (, ,) (CC but) (ADJP (RB perhaps) (RBR more) (JJ concerning))))) (. .)))"
131,business-news,"The Select Best and Best PEKs were selectively dearer, whilst the balance was firm.",16,7,7,0.5,0.8125,PEKs:NNS->NNP; whilst:IN->WRB; firm:JJ->NN,1,-83.322,0.082,1,-209.199,"(TOP (S (NP (DT The) (NNP Select) (NNP Best) (CC and) (NNP Best) (NNP PEKs)) (VP (VBD were) (ADVP (RB selectively) (JJR dearer)) (, ,) (SBAR (WHADVP (WRB whilst)) (S (NP (DT the) (NN balance)) (VP (VBD was) (NP (NN firm)))))) (. .)))"
132,international,The later forensic work included DNA analysis and laboratory examination of material evidence.,14,2,2,0.7857,0.9286,material:JJ->NN,1,-101.239,0.057,1,-120.268,(TOP (S (NP (DT The) (JJ later) (JJ forensic) (NN work)) (VP (VBD included) (NP (NNP DNA) (NX (NX (NN analysis)) (CC and) (NX (NN laboratory) (NN examination)))) (PP (IN of) (NP (NN material) (NN evidence)))) (. .)))
133,news-features,So perhaps nature is not striking back at us after all.,12,0,0,0.8333,0.9167,striking:VBG->JJ,1,-92.841,0.031,1,-96.636,(TOP (S (ADVP (RB So) (RB perhaps)) (NP (NN nature)) (VP (VBZ is) (ADVP (ADVP (RB not) (JJ striking) (RB back)) (PP (IN at) (NP (PRP us)))) (PP (IN after) (NP (DT all)))) (. .)))
134,business-news,"The high-priced PEK1s were lower, whilst the balance sold around last levels.",14,2,2,0.8571,0.7857,PEK1s:NNS->NN; whilst:IN->VB; sold:VBD->VBN,1,-85.024,0.046,1,-115.968,"(TOP (S (NP (DT The) (JJ high-priced) (NN PEK1s)) (VP (VBD were) (ADJP (JJR lower)) (, ,) (S (VB whilst) (NP (NP (DT the) (NN balance)) (VP (VBN sold) (PP (IN around) (NP (JJ last) (NNS levels))))))) (. .)))"
135,international,The report also incorporated chemical and forensic findings.,9,1,1,0.7778,0.7778,incorporated:VBD->VBN; chemical:JJ->NN,1,-64.063,0.013,1,-64.063,(TOP (S (NP (DT The) (NN report)) (ADVP (RB also)) (VP (VBN incorporated) (NP (NN chemical) (CC and) (NP (JJ forensic) (NNS findings)))) (. .)))
136,business-news,"The high-priced FF1s were easier, whilst the balance sold around last levels.",14,2,2,0.8571,0.7857,FF1s:NNS->NN; whilst:IN->VB; sold:VBD->VBN,1,-86.367,0.042,1,-117.312,"(TOP (S (NP (DT The) (JJ high-priced) (NN FF1s)) (VP (VBD were) (ADJP (JJR easier)) (, ,) (S (VB whilst) (NP (NP (DT the) (NN balance)) (VP (VBN sold) (PP (IN around) (NP (JJ last) (NNS levels))))))) (. .)))"
