sent_id	token_id	word	tag
103	7	,	,
103	8	the	DT
103	9	Kandyan	NNP
103	10	Kingdom	NNP
103	11	however	RB
103	12	,	,
103	13	continued	VBD
103	14	to	TO
103	15	retain	VB
103	16	its	PRP$
103	17	independence	NN
103	18	.	.
104	1	The	DT
104	2	High	NNP
104	3	and	CC
104	4	Mid	NNP
104	5	Grown	NNP
104	6	CTC	NNP
104	7	teas	NNS
104	8	--	:
104	9	BP1s	NNS
104	10	,	,
104	11	had	VBD
104	12	hardly	RB
104	13	any	DT
104	14	offerings	NNS
104	15	.	.
105	1	Mir	NNP
105	2	Raza	NNP
105	3	Ali	NNP
105	4	,	,
105	5	a	DT
105	6	25-year-old	JJ
105	7	businessman	NN
105	8	,	,
105	9	went	VBD
105	10	missing	JJ
105	11	in	IN
105	12	Karachi	NNP
105	13	on	IN
105	14	July	NNP
105	15	28	CD
105	16	,	,
105	17	2026	CD
105	18	.	.
106	1	The	DT
106	2	recent	JJ
106	3	landslides	NNS
106	4	after	IN
106	5	heavy	JJ
106	6	rains	NNS
106	7	in	IN
106	8	many	JJ
106	9	of	IN
106	10	our	PRP$
106	11	upcountry	JJ
106	12	areas	NNS
106	13	are	VBP
106	14	classic	JJ
106	15	examples	NNS
106	16	.	.
107	1	But	CC
107	2	very	RB
107	3	few	JJ
107	4	people	NNS
107	5	seem	VBP
107	6	to	TO
107	7	remember	VB
107	8	the	DT
107	9	past	NN
107	10	or	CC
107	11	learn	VB
107	12	from	IN
107	13	it	PRP
107	14	.	.
108	1	The	DT
108	2	last	JJ
108	3	to	TO
108	4	capitulate	VB
108	5	was	VBD
108	6	the	DT
108	7	Jaffna	NNP
108	8	Fort	NNP
108	9	.	.
109	1	The	DT
109	2	corresponding	JJ
109	3	Low	NNP
109	4	Grown	NNP
109	5	varieties	NNS
109	6	sold	VBD
109	7	well	RB
109	8	at	IN
109	9	firm	JJ
109	10	to	TO
109	11	dearer	JJR
109	12	rates	NNS
109	13	.	.
110	1	Questions	NNS
110	2	over	IN
110	3	the	DT
110	4	first	JJ
110	5	post-mortem	JJ
110	6	examination	NN
110	7	soon	RB
110	8	intensified	VBD
110	9	.	.
111	1	The	DT
111	2	2004	CD
111	3	tsunami	NN
111	4	also	RB
111	5	demonstrated	VBD
111	6	the	DT
111	7	importance	NN
111	8	of	IN
111	9	retaining	VBG
111	10	natural	JJ
111	11	coastal	JJ
111	12	buffers	NNS
111	13	.	.
112	1	Indeed	RB
112	2	,	,
112	3	finance	NN
112	4	moves	VBZ
112	5	quickly	RB
112	6	these	DT
112	7	days	NNS
112	8	,	,
112	9	but	CC
112	10	it	PRP
112	11	also	RB
112	12	seems	VBZ
112	13	to	TO
112	14	make	VB
112	15	us	PRP
112	16	forget	VB
112	17	quickly	RB
112	18	.	.
113	1	Their	PRP$
113	2	negotiations	NNS
113	3	with	IN
113	4	Rajasinghe	NNP
113	5	focused	VBD
113	6	particularly	RB
113	7	on	IN
113	8	obtaining	VBG
113	9	access	NN
113	10	to	TO
113	11	Trincomalee	NNP
113	12	.	.
114	1	The	DT
114	2	Low	NNP
114	3	Growns	NNPS
114	4	totalled	VBD
114	5	approximately	RB
114	6	2.3	CD
114	7	M/Kgs	NNS
114	8	.	.
115	1	The	DT
115	2	family	NN
115	3	subsequently	RB
115	4	approached	VBD
115	5	a	DT
115	6	court	NN
115	7	seeking	VBG
115	8	exhumation	NN
115	9	,	,
115	10	a	DT
115	11	fresh	JJ
115	12	post-mortem	NN
115	13	and	CC
115	14	further	JJ
115	15	forensic	JJ
115	16	examination	NN
115	17	.	.
116	1	Sometimes	RB
116	2	I	PRP
116	3	wonder	VBP
116	4	whether	IN
116	5	it	PRP
116	6	is	VBZ
116	7	we	PRP
116	8	who	WP
116	9	require	VBP
116	10	more	JJR
116	11	management	NN
116	12	.	.
117	1	However	RB
117	2	,	,
117	3	I	PRP
117	4	argue	VBP
117	5	that	IN
117	6	this	DT
117	7	time	NN
117	8	it	PRP
117	9	is	VBZ
117	10	different	JJ
117	11	because	IN
117	12	neoliberalism	NN
117	13	itself	PRP
117	14	is	VBZ
117	15	in	IN
117	16	crisis	NN
117	17	.	.
118	1	And	CC
118	2	Rajasinghe	NNP
118	3	in	IN
118	4	his	PRP$
118	5	last	JJ
118	6	years	NNS
118	7	of	IN
118	8	reign	NN
118	9	,	,
118	10	sought	VBD
118	11	a	DT
118	12	more	RBR
118	13	reconciliatory	JJ
118	14	relationship	NN
118	15	with	IN
118	16	them	PRP
118	17	.	.
119	1	All	DT
119	2	categories	NNS
119	3	met	VBD
119	4	with	IN
119	5	fair	JJ
119	6	demand	NN
119	7	.	.
120	1	A	DT
120	2	Karachi	NNP
120	3	court	NN
120	4	authorised	VBD
120	5	the	DT
120	6	exhumation	NN
120	7	and	CC
120	8	ordered	VBD
120	9	the	DT
120	10	constitution	NN
120	11	of	IN
120	12	a	DT
120	13	medico-legal	JJ
120	14	board	NN
120	15	.	.
121	1	So	RB
121	2	perhaps	RB
121	3	we	PRP
121	4	have	VBP
121	5	the	DT
121	6	problem	NN
121	7	the	DT
121	8	wrong	JJ
121	9	way	NN
121	10	round	RB
121	11	.	.
122	1	Amidst	IN
122	2	this	DT
122	3	tumultuous	JJ
122	4	world	NN
122	5	,	,
122	6	Sri	NNP
122	7	Lanka	NNP
122	8	needs	VBZ
122	9	to	TO
122	10	rapidly	RB
122	11	change	VB
122	12	its	PRP$
122	13	economic	JJ
122	14	policies	NNS
122	15	.	.
123	1	Knox	NNP
123	2	's	POS
123	3	years	NNS
123	4	in	IN
123	5	captivity	NN
123	6	evidently	RB
123	7	had	VBD
123	8	not	RB
123	9	diminished	VBN
123	10	his	PRP$
123	11	appetite	NN
123	12	for	IN
123	13	travel	NN
123	14	.	.
124	1	The	DT
124	2	OPs	NNS
124	3	,	,
124	4	in	IN
124	5	general	JJ
124	6	,	,
124	7	were	VBD
124	8	firm	JJ
124	9	.	.
125	1	The	DT
125	2	second	JJ
125	3	examination	NN
125	4	produced	VBD
125	5	a	DT
125	6	markedly	RB
125	7	different	JJ
125	8	picture	NN
125	9	.	.
126	1	Yet	CC
126	2	they	PRP
126	3	can	MD
126	4	lose	VB
126	5	their	PRP$
126	6	homes	NNS
126	7	and	CC
126	8	livelihoods	NNS
126	9	in	IN
126	10	a	DT
126	11	few	JJ
126	12	hours	NNS
126	13	.	.
127	1	Following	VBG
127	2	his	PRP$
127	3	escape	NN
127	4	,	,
127	5	he	PRP
127	6	had	VBD
127	7	undertaken	VBN
127	8	at	IN
127	9	least	JJS
127	10	five	CD
127	11	more	JJR
127	12	voyages	NNS
127	13	to	TO
127	14	the	DT
127	15	East	NNP
127	16	.	.
128	1	The	DT
128	2	well-made	JJ
128	3	OPAs	NNS
128	4	were	VBD
128	5	easier	JJR
128	6	,	,
128	7	whilst	IN
128	8	the	DT
128	9	balance	NN
128	10	sold	VBD
128	11	around	IN
128	12	last	JJ
128	13	levels	NNS
128	14	.	.
129	1	Investigators	NNS
129	2	collected	VBD
129	3	samples	NNS
129	4	for	IN
129	5	chemical	JJ
129	6	analysis	NN
129	7	,	,
129	8	gunshot-residue	NN
129	9	examination	NN
129	10	and	CC
129	11	identification	NN
129	12	.	.
130	1	What	WP
130	2	we	PRP
130	3	are	VBP
130	4	experiencing	VBG
130	5	is	VBZ
130	6	something	NN
130	7	less	RBR
130	8	dramatic	JJ
130	9	,	,
130	10	but	CC
130	11	perhaps	RB
130	12	more	RBR
130	13	concerning	JJ
130	14	.	.
131	1	The	DT
131	2	Select	NNP
131	3	Best	NNP
131	4	and	CC
131	5	Best	NNP
131	6	PEKs	NNS
131	7	were	VBD
131	8	selectively	RB
131	9	dearer	JJR
131	10	,	,
131	11	whilst	IN
131	12	the	DT
131	13	balance	NN
131	14	was	VBD
131	15	firm	JJ
131	16	.	.
132	1	The	DT
132	2	later	JJ
132	3	forensic	JJ
132	4	work	NN
132	5	included	VBD
132	6	DNA	NNP
132	7	analysis	NN
132	8	and	CC
132	9	laboratory	NN
132	10	examination	NN
132	11	of	IN
132	12	material	JJ
132	13	evidence	NN
132	14	.	.
133	1	So	RB
133	2	perhaps	RB
133	3	nature	NN
133	4	is	VBZ
133	5	not	RB
133	6	striking	VBG
133	7	back	RB
133	8	at	IN
133	9	us	PRP
133	10	after	IN
133	11	all	DT
133	12	.	.
134	1	The	DT
134	2	high-priced	JJ
134	3	PEK1s	NNS
134	4	were	VBD
134	5	lower	JJR
134	6	,	,
134	7	whilst	IN
134	8	the	DT
134	9	balance	NN
134	10	sold	VBD
134	11	around	IN
134	12	last	JJ
134	13	levels	NNS
134	14	.	.
135	1	The	DT
135	2	report	NN
135	3	also	RB
135	4	incorporated	VBD
135	5	chemical	JJ
135	6	and	CC
135	7	forensic	JJ
135	8	findings	NNS
135	9	.	.
136	1	The	DT
136	2	high-priced	JJ
136	3	FF1s	NNS
136	4	were	VBD
136	5	easier	JJR
136	6	,	,
136	7	whilst	IN
136	8	the	DT
136	9	balance	NN
136	10	sold	VBD
136	11	around	IN
136	12	last	JJ
136	13	levels	NNS
136	14	.	.
137	1	The	DT
137	2	significance	NN
137	3	of	IN
137	4	the	DT
137	5	case	NN
137	6	lies	VBZ
137	7	not	RB
137	8	merely	RB
137	9	in	IN
137	10	what	WP
137	11	happened	VBD
137	12	to	TO
137	13	one	CD
137	14	young	JJ
137	15	man	NN
137	16	.	.
138	1	The	DT
138	2	teas	NNS
138	3	at	IN
138	4	the	DT
138	5	bottom	NN
138	6	were	VBD
138	7	irregular	JJ
138	8	,	,
138	9	following	VBG
138	10	quality	NN
138	11	.	.
139	1	A	DT
139	2	post-mortem	JJ
139	3	report	NN
139	4	is	VBZ
139	5	often	RB
139	6	treated	VBN
139	7	as	IN
139	8	one	CD
139	9	document	NN
139	10	among	IN
139	11	many	JJ
139	12	in	IN
139	13	a	DT
139	14	criminal	JJ
139	15	case	NN
139	16	.	.
140	1	In	IN
140	2	reality	NN
140	3	,	,
140	4	it	PRP
140	5	can	MD
140	6	determine	VB
140	7	the	DT
140	8	trajectory	NN
140	9	of	IN
140	10	an	DT
140	11	investigation	NN
140	12	.	.
141	1	Once	IN
141	2	an	DT
141	3	initial	JJ
141	4	conclusion	NN
141	5	enters	VBZ
141	6	the	DT
141	7	case	NN
141	8	record	NN
141	9	,	,
141	10	subsequent	JJ
141	11	investigators	NNS
141	12	can	MD
141	13	become	VB
141	14	anchored	VBN
141	15	to	TO
141	16	it	PRP
141	17	.	.
142	1	Questions	NNS
142	2	were	VBD
142	3	also	RB
142	4	raised	VBN
142	5	about	IN
142	6	whether	IN
142	7	gunshot-residue	NN
142	8	testing	NN
142	9	had	VBD
142	10	been	VBN
142	11	conducted	VBN
142	12	.	.
143	1	The	DT
143	2	subsequent	JJ
143	3	examination	NN
143	4	found	VBD
143	5	injuries	NNS
143	6	and	CC
143	7	evidence	NN
143	8	that	WDT
143	9	complicated	VBD
143	10	the	DT
143	11	original	JJ
143	12	interpretation	NN
143	13	.	.
144	1	The	DT
144	2	episode	NN
144	3	illustrates	VBZ
144	4	why	WRB
144	5	medico-legal	JJ
144	6	medicine	NN
144	7	can	MD
144	8	not	RB
144	9	operate	VB
144	10	as	IN
144	11	a	DT
144	12	routine	JJ
144	13	administrative	JJ
144	14	exercise	NN
144	15	.	.
145	1	Every	DT
145	2	observation	NN
145	3	can	MD
145	4	eventually	RB
145	5	become	VB
145	6	evidence	NN
145	7	before	IN
145	8	a	DT
145	9	court	NN
145	10	.	.
146	1	Such	JJ
146	2	failures	NNS
146	3	do	VBP
146	4	not	RB
146	5	necessarily	RB
146	6	mean	VB
146	7	that	IN
146	8	the	DT
146	9	underlying	VBG
146	10	evidence	NN
146	11	is	VBZ
146	12	false	JJ
146	13	.	.
147	1	Any	DT
147	2	unexplained	JJ
147	3	gap	NN
147	4	can	MD
147	5	provide	VB
147	6	the	DT
147	7	defence	NN
147	8	with	IN
147	9	grounds	NNS
147	10	to	TO
147	11	challenge	VB
147	12	its	PRP$
147	13	reliability	NN
147	14	.	.
148	1	The	DT
148	2	problem	NN
148	3	begins	VBZ
148	4	well	RB
148	5	before	IN
148	6	laboratory	NN
148	7	analysis	NN
148	8	.	.
149	1	Crime	NN
149	2	scenes	NNS
149	3	require	VBP
149	4	careful	JJ
149	5	preservation	NN
149	6	,	,
149	7	documentation	NN
149	8	,	,
149	9	photography	NN
149	10	,	,
149	11	mapping	NN
149	12	,	,
149	13	evidence	NN
149	14	collection	NN
149	15	and	CC
149	16	reconstruction	NN
149	17	.	.
150	1	Pakistan	NNP
150	2	has	VBZ
150	3	long	RB
150	4	faced	VBN
150	5	criticism	NN
150	6	over	IN
150	7	the	DT
150	8	limited	JJ
150	9	forensic	JJ
150	10	capacity	NN
150	11	available	JJ
150	12	outside	IN
150	13	major	JJ
150	14	centres	NNS
150	15	.	.
